advocacy,"Queensland Aged and Disability advocacy Inc. (QADA)",www.qada.org.au,07 3637 6000,,
advocacy,Queensland advocacy Incorporated,www.qai.org.au,1300 130 670,,
advocacy,Queensland Kids,www.queenslandkids.org,,,
advocacy,Queensland Parents for People with a Disability (QPPD),www.qppd.org,07 3875 2101,,
advocacy,Ramp Up on ABC,www.abc.net.au/rampup,,,
advocacy,"Royal Hospital For Women Foundation, The",www.rhwfoundation.com.au,02 9382 6720,,
advocacy,Stillbirth Foundation Australia,www.stillbirthfoundation.org.au,02 996 7322,,
advocacy,Sunshine Butterflies,www.sunshinebutterflies.com.au,07 5470 2830,,
advocacy,Welfare Rights Centre Inc,www.wrcqld.org.au,1800 358 511,,
advocacy,Young Care,www.youngcare.com.au,1300 968 642,,
community_centre,Balmoral Uniting community_centre,,07 3399 7755,,
community_centre,East Brisbane community_centre,www.ebcc.com.au,07 3891 5684,,
counselling,"Australian Psychological Society, The",www.psychology.org.au,1800 333 497,,
counselling,13HEALTH Queensland,www.health.qld.gov.au/13health,13 43 25,,
counselling,Bluecare/Unicare,www.bluecare.org.au,07 3377 3377,,
counselling,Brisbane City Mission - Brisbane,,07 3252 3572,,
counselling,Brisbane City Mission - Ipswich,,07 3812 2984,,
counselling,Brisbane City Mission - Kingston,,07 3808 3544,,
counselling,Carers Queensland,www.qld.carersaustralia.com.au,07 3900 8100,,
counselling,Centacare,www.centacarebrisbane.net.au,07 3366 9246,,
counselling,Centrelink - Social Worker Network,www.centrelink.gov.au,131 794,,
counselling,Department of Communities - Child Safety,www.communities.qld.gov.au/childsafety,1300 727 309,,
counselling,Kinections,www.kinections.com.au,1300 114 397,,
counselling,Leukaemia Foundation,www.leukaemia.org.au,1800 620 420,,
counselling,Lifeline,www.lifeline.org.au,131 114,,
counselling,Lone Fathers Association of Australia,www.lonefathers.com.au,02 6239 4650,,
counselling,Lutheran Community Care,www.lccsa.org.au,08 8269 9333,,
counselling,Mensline,www.mensline.org.au,1300 78 99 78,,
counselling,Parentline,www.parentline.com.au,1300 301 300,,
counselling,Raising Children Network,www.raisingchildren.net.au,,,
counselling,Relationships Australia,www.relationships.org.au,1300 364 277,,
counselling,Samaritans Crisis Line,www.thesamaritans.org.au,1800 198 313,,
counselling,Sids and Kids,www.sidsandkids.org,03 9819 4595,,
counselling,St Vincent de Paul Society,www.vinnies.org.au,02 6202 1200,,
counselling,Suicide Call Back Service,www.suicidecallbackservice.org.au,1300 659 467,,
counselling,Sunshine Butterflies,www.sunshinebutterflies.com.au,07 5470 2830,,
counselling,The Compassionate Friends,www.thecompassionatefriends.org.au,02 9290 2355,,
counselling,The counselling Network,,1300 130 702,,
counselling,The Salvation Army,www.salvos.org.au,137 258,,
counselling,Toughlove Australia,www.toughlove.org.au,,,
counselling,Triple P - Positive Parenting Program,www10.triplep.net,07 3236 1212,,
counselling,Uniting Care Community,www.uccommunity.org.au,13 11 14,,
info,A Solution Shared,www.asolutionshared.com.au,,,
info,All Abilities Playground Project - Queensland,http://www.communities.qld.gov.au/disability/community-involvement/queensland-all-abilities-playground-project,,,
info,Able Radio,www.ableradio.com,08 45409 0294,,
info,Auslan Shop,www.auslanshop.com.au,07 3357 8266,,
info,Aussie Kids Parenting Publication,www.aussiekids.net.au,07 3806 4611,,
info,Braille Library,,07 3848 5257,,
info,Body Cycles Australia,www.bodycyclesaustralia.com.au,,,
info,‎Calming Kids Australia,www.calmingkids.com.au,0439 958 048,,
info,Care Cure Community Forum,sci.rutgers.edu/forum/forumdisplay.php?f=21,,,
info,Disability Lifestyles,www.disabilitylifestyles.org.au,,,
info,Disability Online,www.disabilityonline.org.au,,,
info,Disability Parking Permit Scheme,www.tmr.qld.gov.au/travel-and-transport/Disability-access-and-mobility/Disability-Parking-Permit-Scheme.aspx,132 380,,
info,Equestrian Foundation for Disabled Children,www.efdc.com.au,07 3202 6300,,
info,GOMA - Children's Art Centre,www.qag.qld.gov.au/kids,,,
info,Hands Can Talk,www.handscantalk.com.au,02 9824 8332,,
info,Help Kidz Learn - Online Games,www.helpkidzlearn.com,,,
info,Helping Hand Is Here,www.helpinghandishere.com.au,,,
info,Homes West Association Inc,www.homeswest.org.au,07 3278 2378,,
info,Job Access,www.jobaccess.gov.au,1800 464 800,,
info,Karni Liddell,www.karniliddell.com,,,
info,"Lyn Rowe Project, The",www.thelynroweproject.com.au,,,
info,Movement Solutions,www.movementsolutions.com.au,07 3324 2490,,
info,My Community Directory,www.mycommunitydirectory.com.au,,,
info,My Nappies,www.mynappies.com.au,1300 855 016,,
info,Nican,www.nican.com.au,1800 806 769,,
info,Noah's Ark,www.noahsark.net.au,07 3391 2166,,
info,Peppertown,www.peppertown.com.au,07 5563 2844,,
info,Philanthropy Australia,www.philanthropy.org.au,03 9662 9299,,
info,Priory Woods School - education Games,www.priorywoods.middlesbrough.sch.uk,,,
info,Prompt education,www.prompteducation.com,0415 945 422,,
info,Queensland Kids,www.queenslandkids.org,,,
info,Queenslanders With Disability Network,www.qdn.org.au,07 3252 8566,,
info,Quentin,www.quentin.com.au,,,
info,Running For Premature Babies,www.runningforprematurebabies.com,0410 620 149,,
info,Sensory World,www.sensoryworld.org,,,
info,Special Care Clothing,www.specialcareclothing.com.au,1300 780 755,,
info,Spectronics,www.spectronicsinoz.com,07 3808 6833,,
info,Still Walking By Bill Moss,www.stillwalking.com.au,,,
info,Sunshine Coast Children's Therapy Centre,www.scctc.org.au,07 5441 7199,,
info,The McIntyre Centre,www.rda.asn.au,07 3202 6300,,
info,Wilkins International Pty Ltd,www.wilkinsinternational.com.au,03 9874 1033,,
disability_and_chronic_illness,1p36 Deletion Support & Awareness,www.1p36dsa.org,,,
disability_and_chronic_illness,AEIOU Foundation,www.aeiou.org.au,07 3320 7500,,
disability_and_chronic_illness,Acquired Brain Injury Outreach Service,www.health.qld.gov.au/abios,07 3406 2311,,
disability_and_chronic_illness,Alzheimer's Association Of Queensland,www.alzheimersonline.org,1800 639 331,,
disability_and_chronic_illness,Alzheimer's Australia,www.mindyourmind.org.au,1800 100 500,,
disability_and_chronic_illness,Alzheimer's Australia,www.fightdementia.org.au,1800 100 500,,
disability_and_chronic_illness,Angelman Syndrome Association of Australia,www.angelmansyndrome.org,,,
disability_and_chronic_illness,Asperger Services Australia,www.asperger.asn.au,07 3865 2911,,
disability_and_chronic_illness,Association of Genetic Support of Australasia,www.agsa-geneticsupport.org.au,02 9211 1462,,
disability_and_chronic_illness,Attention Deficit Disorder Association Queensland,www.addaq.org.au,07 3368 3977,,
disability_and_chronic_illness,AusEE Inc (Eosinophilic Gastrointestinal Disorder),www.ausee.org,,,
disability_and_chronic_illness,Autism Awareness,www.autismawareness.com.au,02 9904 8700,,
disability_and_chronic_illness,Autism Queensland,www.autismqld.com.au,07 3273 0000,,
disability_and_chronic_illness,Autism Spectrum,www.autismspectrum.org.au,02 8977 8300,,
disability_and_chronic_illness,Canteen,www.canteen.org.au,1800 226 833,,
disability_and_chronic_illness,Cerebral Palsy Australia,www.cpaustralia.com.au,03 9843 3069,,
disability_and_chronic_illness,Cerebral Palsy League of Queensland,www.cplqld.org.au,07 3558 8011,,
disability_and_chronic_illness,Coeliac Australia,www.coeliac.org.au,02 9487 5088,,
disability_and_chronic_illness,"Cure Starts Now Foundation Australia, The",www.chapters.thecurestartsnow.org/australia,0413 318 425,,
disability_and_chronic_illness,Cystic Fibrosis,www.cysticfibrosis.org.au,1800 232 823,,
disability_and_chronic_illness,Deaf Children Australia,www.deafchildrenaustralia.org.au,03 9539 5300,,
disability_and_chronic_illness,Disability information Centre,www.disabilitiesinfocentre.org,07 3844 8882,,
disability_and_chronic_illness,Disability information & Resource Centre - South Australia,www.dircsa.org.au,1300 305 558,,
disability_and_chronic_illness,Dravet Syndrome,www.dravetsyndrome.com,,,
disability_and_chronic_illness,Down Syndrome Association of Qld,www.dsaq.org.au,07 3356 6655,,
disability_and_chronic_illness,Endeavour Foundation,www.endeavour.com.au,07 3908 7100,,
disability_and_chronic_illness,Epilepsy Australia,www.epilepsyaustralia.net,02 9674 9966,,
disability_and_chronic_illness,Epilepsy Queensland,www.epilepsyqueensland.com.au,07 3435 5000,,
disability_and_chronic_illness,Facioscapulohumeral Dystrophy (FSHD),www.fshdglobal.org,02 8007 7037,,
disability_and_chronic_illness,Foundation For Angelman Syndrome Therapeutics Australia (FAST),www.cureangelman.org.au,,,
disability_and_chronic_illness,Guide Dogs Qld,www.guidedogsqld.com.au,1800 810 122,,
disability_and_chronic_illness,Health Services information Line,,07 3837 5968,,
disability_and_chronic_illness,Heart Kids,www.heartkids.org.au,02 9875 4090,,
disability_and_chronic_illness,Leukaemia Foundation,www.leukaemia.org.au,1800 620 420,,
disability_and_chronic_illness,Life Without Barriers,www.lwb.org.au,02 4033 4500,,
disability_and_chronic_illness,Limb Kids Supoort Association,www.limbkids.asn.au,,,
disability_and_chronic_illness,Max's House,www.maxshouse.com.au,07 3368 2888,,
disability_and_chronic_illness,Mental Health Association Qld,www.mentalhealth.org.au,1300 729 686,,
disability_and_chronic_illness,Miracle Babies Foundation,www.miraclebabies.org.au,1300 622 243,,
disability_and_chronic_illness,Motor Neurone Disease Australia,www.mndaust.asn.au,02 9816 5322,,
disability_and_chronic_illness,Multiple Sclerosis Australia,www.msaustralia.org.au,1800 042 138,,
disability_and_chronic_illness,Muscular Dystrophy Australia,www.mda.org.au,03 9320 9555,,
disability_and_chronic_illness,Muscular Dystrophy Association of Queensland,www.mdqld.org.au,07 3607 1800,,
disability_and_chronic_illness,No Tube,www.notube.at,,,
disability_and_chronic_illness,Paraplegic and Quadriplegic Association of Qld,,07 3391 2044,,
disability_and_chronic_illness,Parkinson's Australia,www.parkinsons.org.au,0407 703 328,,
disability_and_chronic_illness,POD Qld,www.podqld.com,,,
disability_and_chronic_illness,Precious Hearts,www.precioushearts.com.au,,,
disability_and_chronic_illness,Queensland Association for Gifted Children,www.qagtc.org.au,07 3352 4288,,
disability_and_chronic_illness,Red Kite,www.redkite.org.au,1300 722 644,,
disability_and_chronic_illness,Reflux Infants Support Association - RISA,www.reflux.org.au,07 3229 1090,,
disability_and_chronic_illness,Running For Premature Babies,www.runningforprematurebabies.com,0410 620 149,,
disability_and_chronic_illness,Siblings Australia Inc.,www.siblingsaustralia.org.au,0408 720 558,,
disability_and_chronic_illness,Sisters Individuals Brothers (SIBS),www.sibs.org.au,03 9818 2000,,
disability_and_chronic_illness,Smart Pups,www.smartpups.org.au,,,
disability_and_chronic_illness,Spina Bifida Hydrocephalus Qld,www.spinabifida.org,07 3844 4600,,
disability_and_chronic_illness,Synapse,www.synapse.org.au,1800 673 074,,
disability_and_chronic_illness,Velo Cardio Facial Syndrome (VCFS) Foundation,www.vcfsfa.org.au,02 6337 9433,,
disability_and_chronic_illness,Vision Australia,www.visionaustralia.org.au,1300 847 466,,
education,Ablecare Early Learning and Childcare,www.ablecare.com.au,07 3355 7979,,
education,Apps 4 Children With Special Needs,www.a4cwsn.com,,,
education,Australian Music Therapy Association,www.austmta.org.au,03 9525 9625,,
education,Charlton Brown,www.charltonbrown.com.au,07 3216 0288,,
education,CH.I.L.D Association & Glenleighden School,www.glenleighden.org.au,07 3378 8625,,
education,Conductive education Queensland,www.ceq.org.au,,,
education,Gus Communication Devices Inc.,www.gusinc.com,,,
education,Gymboree Play & Music,www.gymboree.com.au,07 3878 2468,,
education,Hands Can Talk,www.handscantalk.com.au,02 9824 8332,,
education,Kingfisher Adult Learning Programs (KALP),www.kalp.org.au,07 3633 0204,,
education,Learning Connections,www.learningconnections.com.au,07 3369 1011,,
education,Learning and Disability Support Qld,www.education.qld.gov.au/studentservices/learning,,,
education,Narbethong State Special School,www.narbethongspecs.eq.edu.au,07 3823 0777,,
education,Nursery Rd State Special School,www.nurseryrdspecs.com,07 3308 6333,,
education,School of Human Movement Studies - QUT,www.hlth.qut.edu.au/hms,07 3138 3360,,
education,Prompt education,www.prompteducation.com,0415 945 422,,
education,School of Human Movement Studies - The University of Queensland,www.hms.uq.edu.au,07 3365 6240,,
education,Sunshine Coast Children's Therapy Centre,www.scctc.org.au,07 5441 7199,,
education,The Tertiary Place,www.thetertiaryplace.com.au,07 3890 0411,,
equipment,Ability In Motion,www.abilityinmotion.com.au,1800 994 408,,
equipment,Auslan Shop,www.auslanshop.com.au,07 3357 8266,,
equipment,CAP educational Furniture And equipment,www.capedu.com.au,07 3713 7120,,
equipment,Continence Aids Payment Scheme (CAPS),www.bladderbowel.gov.au/furtherinfo/caps,132 011,,
equipment,Continence Foundation of Australia,www.continence.org.au,1800 330 066,,
equipment,Freedom HC,www.freedomhc.com.au,,,
equipment,Gus Communication Devices Inc.,www.gusinc.com,,,
equipment,LifeTec Queensland,www.lifetec.org.au,07 4759 5600,,
equipment,Medical Aids Subsidy Scheme (MASS) – Qld,www.health.qld.gov.au/mass,07 3136 3636,,
equipment,Medifab,www.medifab.com.au,1300 543 343,,
equipment,Special Needs Solutions,www.specialneedssolutions.com.au,07 5527 9794,,
equipment,Special Tomato,www.specialtomato.com,,,
equipment,State-wide equipment Program (VIC),www.swep.bhs.org.au,1300 747 937,,
equipment,Technical Aid to the Disabled (QLD),www.tadq.org.au,1300 663 243,,
funding,Aussie Kidz Charity Ltd,www.aussiekidzcharity.org.au,0419 703 557,,
funding,Bill & Melinda Gates Foundation,www.gatesfoundation.org,,,
funding,Couee Community,coueecommunity.org,0414 015 209,,
funding,"Cure Starts Now Foundation Australia, The",www.chapters.thecurestartsnow.org/australia,0413 318 425,,
funding,"Developing Foundation, The",www.developingfoundation.org.au,07 3871 0530,,
funding,Disability and Community Care Qld,www.communities.qld.gov.au/disability/disability-and-community-care,1800 177 120,,
funding,FSG Australia,www.fsg.org.au,07 5564 0655,,
funding,Intouch Direct,www.intouchdirect.com.au,1300 134 260,,
funding,Gambling Community Benefit Fund (GCBF),www.olgr.qld.gov.au/grants/gcbf,07 3247 4284,,
funding,Good Shepherd Youth & Family Service,www.goodshepvic.org.au,03 9418 3000,,
funding,Lions Club,www.lionsclubs.org.au,02 4940 8033,,
funding,Newman's Own Foundation,www.newmansownfoundation.org,,,
funding,NIB Foundation,www.nibfoundation.com.au,02 4914 1773,,
funding,"Ricky Stuart Foundation, The",www.rickystuart.org,,,
funding,"Royal Hospital For Women Foundation, The",www.rhwfoundation.com.au,02 9382 6720,,
funding,Rotary,www.rotary.org.au,02 8894 9800,,
funding,Sidney Myer Fund,www.myerfoundation.org.au,03 8672 5555,,
funding,The Myer Foundation,www.myerfoundation.org.au,03 8672 5555,,
funding,Shine A Light Foundation,www.shinealight.org.au,1800 810 894,,
funding,Starlight Foundation,www.starlight.org.au,1300 727 827,,
funding,St George Foundation,www.stgeorge.com.au/stgeorgefoundation,1300 726 023,,
funding,Sunshine Butterflies,www.sunshinebutterflies.com.au,07 5470 2830,,
funding,Variety,www.variety.org.au,07 3907 9300,,
funding,Westpac Foundation,,02 8253 0923,,
funding,Zig Zag Foundation,www.zigzagfoundation.org,1800 944 924,,
